Sample,,,,,,,Tripalmitin Results,,,Triheptadecanoic Results,,,Tristerin Results,,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Final Conc.,Accuracy,RT,Final Conc.,Accuracy,RT,Final Conc.,Accuracy
,,blank,001-0101.D,Blank,1,5/18/2018 4:17 PM,11.540,0.2753,,12.130,0.3011,,13.080,0.3517,
,,blank,001-0202.D,Blank,1,5/18/2018 4:37 PM,11.557,0.2753,,12.097,0.3011,,13.043,0.3516,
,,blank,001-0303.D,Blank,1,5/18/2018 4:58 PM,11.583,0.2753,,12.165,0.3011,,13.037,0.3519,
,,blank,001-0404.D,Blank,1,5/18/2018 5:18 PM,11.605,0.2753,,12.110,0.3011,,12.947,0.3518,
,,blank,001-0505.D,Blank,1,5/18/2018 5:38 PM,11.592,0.2753,,12.133,0.3011,,13.043,0.3507,
,,blank,001-0606.D,Blank,1,5/18/2018 5:58 PM,11.596,0.2753,,12.085,0.3011,,12.943,0.3521,
,,blank,001-0707.D,Blank,1,5/18/2018 6:19 PM,11.578,0.2753,,12.113,0.3011,,13.000,0.3507,
,,blank,001-0808.D,Blank,1,5/18/2018 6:39 PM,11.609,0.2753,,12.055,0.3012,,13.040,0.3519,
,,blank,001-0909.D,Blank,1,5/18/2018 6:59 PM,11.550,0.2753,,12.123,0.3011,,13.047,0.3522,
,,blank,001-1010.D,Blank,1,5/18/2018 7:19 PM,11.626,0.2753,,12.151,0.3011,,13.017,0.3522,
,!,tag_mix,2AA-1101.D,Cal,2,5/18/2018 7:40 PM,11.636,0.3052,169.6,12.152,0.3390,169.5,12.152,0.3909,170.0
,,tag_mix,2AB-1201.D,Cal,3,5/18/2018 8:00 PM,11.623,0.2754,102.0,12.308,0.3015,100.5,13.010,0.3515,101.9
,,tag_mix,2AC-1301.D,Cal,4,5/18/2018 8:20 PM,11.637,0.3607,80.1,12.152,0.4057,81.1,12.152,0.4617,80.3
,!,tag_mix,2AD-1401.D,Cal,5,5/18/2018 8:41 PM,11.637,0.8366,93.0,12.153,0.9325,93.3,11.637,1.0668,92.8
,!,tag_mix,2AE-1501.D,Cal,6,5/18/2018 9:01 PM,11.637,1.2756,94.5,12.153,1.4123,94.2,11.637,1.6297,94.5
,!,tag_mix,2AF-1601.D,Cal,7,5/18/2018 9:21 PM,11.638,1.8965,105.4,12.153,2.1090,105.4,11.638,2.4243,105.4
,,blank,001-1711.D,Blank,1,5/18/2018 9:42 PM,11.644,0.2753,,12.161,0.3013,,13.028,0.3515,
,,0125-B01,2CA-1801.D,MatrixBlank,1,5/18/2018 10:02 PM,11.649,0.2753,,12.101,0.3012,,12.996,0.3514,
,!,0822-14,2CB-1901.D,Sample,1,5/18/2018 10:22 PM,11.654,0.4799,,11.998,0.3035,,11.294,0.6582,
,,0125-B5,2CC-2001.D,MatrixBlank,1,5/18/2018 10:43 PM,11.643,0.2753,,12.215,0.3014,,12.960,0.3518,
,!,0822-09,2CD-2101.D,Sample,1,5/18/2018 11:03 PM,11.654,0.5361,,11.997,0.3034,,11.291,0.7734,
,!,0822-19,2CE-2201.D,Sample,1,5/18/2018 11:23 PM,11.655,0.4179,,11.997,0.3022,,11.293,0.6918,
,!,0822-10,2CF-2301.D,Sample,1,5/18/2018 11:44 PM,11.656,0.5507,,12.000,0.3041,,11.296,0.8125,
,!,0822-11,2CG-2401.D,Sample,1,5/19/2018 12:04 AM,11.655,0.5472,,11.997,0.3030,,11.292,0.9509,
,!,0822-12,2CH-2501.D,Sample,1,5/19/2018 12:24 AM,11.653,0.6620,,11.998,0.3043,,11.292,1.0579,
,!,0822-18,2CI-2601.D,Sample,1,5/19/2018 12:45 AM,11.654,0.5034,,11.995,0.3033,,11.292,0.7945,
,!,0822-13,2DA-2701.D,Sample,1,5/19/2018 1:05 AM,11.651,0.4285,,11.995,0.3025,,11.291,0.6440,
,,blank,001-2801.D,Blank,1,5/19/2018 1:25 AM,11.584,0.2754,,12.184,0.3011,,13.074,0.3515,
,!,qc,2AG-2901.D,QC,6,5/19/2018 1:46 AM,11.635,1.3576,100.6,12.150,1.4900,99.3,11.635,1.7255,100.0
,,blank,001-3002.D,Blank,1,5/19/2018 2:06 AM,11.608,0.2753,,,,,13.070,0.3509,
,!,0822-17,2DB-3101.D,Sample,1,5/19/2018 2:26 AM,11.652,0.5280,,11.998,0.3036,,11.290,0.9354,
,!,0926-09,2DC-3201.D,Sample,1,5/19/2018 2:47 AM,11.652,0.6737,,11.998,0.3046,,11.290,1.2074,
,!,0928-15,2DD-3301.D,Sample,1,5/19/2018 3:07 AM,11.652,0.6189,,11.994,0.3030,,11.291,1.6945,
,!,1010-05,2DE-3401.D,Sample,1,5/19/2018 3:27 AM,11.650,0.3738,,12.177,0.3011,,11.287,0.6584,
,!,1015-02,2DF-3501.D,Sample,1,5/19/2018 3:48 AM,11.653,0.3294,,12.164,0.3011,,11.288,0.5836,
,,0301-B02,2DG-3601.D,MatrixBlank,1,5/19/2018 4:08 AM,11.580,0.2753,,12.081,0.3011,,13.061,0.3509,
,,0301-B01,2DH-3701.D,MatrixBlank,1,5/19/2018 4:28 AM,11.630,0.2753,,12.223,0.3013,,13.070,0.3521,
