,,12 C16:0 (Palmitic) 6 Results,,,,,,,,
Name,Data File,RT,Final Conc.,average (ug of methyls),Molecular Weight of methyl (ug),Initial Conc of TAG ug/ml,Initial volume added ul,methyl to tag ratio moles,moles of methyl recovered ,Theory
"1: Tri Pal, 200ul, 40C",JTB-E02-59-04.D,12.703,2.3186,,,,,,,
"1: Tri Pal, 200ul, 40C",JTB-E02-59-05.D,12.757,2.3195,,,,,,,
"1: Tri Pal, 200ul, 40C",JTB-E02-59-06.D,12.743,2.3188,,,,,,,
,,,,6.9569,807320000,1200,0.2,3,2.58518E-08,8.9184E-07
,,,,,,,,,,
"1: Tri Pal, 200ul, 40C, 15mins",JTB-E02-59-11.D,12.747,2.3196,,,,,,,2.898708333
"1: Tri Pal, 200ul, 40C, 30mins",JTB-E02-59-12.D,12.757,2.3197,,,,,,,
"1: Tri Pal, 200ul, 40C, 45mins",JTB-E02-59-13.D,12.747,2.3202,,,,,,,
,,,,6.9595,807320000,1200,0.2,3,,
,,,,,,,,,,
Final Volume mL,,Molecular Weight of methyl (ug),Initial Conc of TAG ug/ml,Initial volume added ul,methyl to tag ratio moles,,,,,
,average (ug of methyls),,,,,moles of methyl recovered ,Theory,,,
,7.258433333,,,,3,,,,,
,1.906766667,,,,3,,,,,
,1.822333333,,,,3,,,,,
,1.784066667,,,,3,,,,,
,0.926133333,,,,3,,,,,
,1.667733333,,,,3,,,,,
,0.866133333,,,,3,,,,,
,1.6164,,,,3,,,,,
,2.3965,,,,3,,,,,
,0.831766667,,,,3,,,,,
,0.8219,,,,3,,,,,
4,70.32386667,807320000,1.2,200,3,8.71E-08,8.92E-07,,,
,0.781333333,,,,3,,,,,
,0.761733333,,,,3,2.60E-07,9.77,,,
,0.7764,,,,3,,,,,
,4.937266667,,,,3,,,,,
,1.500666667,,,,3,,,,,
,0.7321,,,,3,,,,,
,0.734733333,,,,3,,,,,
,0.738133333,,,,3,,,,,
,4.72465,,,,3,,,,,
,0.7424,,,,3,,,,,
,0.742266667,,,,3,,,,,
,0.589,,,,3,,,,,
,1.1623,,,,3,,,,,
,0.71755,,,,3,,,,,
,0,,,,3,,,,,
,4.768466667,,,,3,,,,,
,0.8569,,,,3,,,,,
,0.652233333,,,,3,,,,,
,0,,,,3,,,,,
,0.433966667,,,,3,,,,,
,1.913366667,,,,3,,,,,
